id,date,storename,score,texto
191,2016-05-24 23:24:50,vindi,0.626899,Me encanta usar TreSemme blindaje platinum lo uso y me aliso el cabello y me lavo y no me queda nada de frizz me siento feliz xq no se me quema con facilidad :)
192,2016-05-24 23:40:10,maxipali,0.44087,El q está a un costado del cementerio de cuatro reinas
193,2016-05-24 23:43:28,vindi,-0.905239,Mi pelo esta dañado poreso me gustaria usar productos #TRESEMMÉ
194,2016-05-25 00:11:22,vindi,0.0,Yo la verdad hace poco lo empece a usar y me encanto los resultados desde entonces TreSemme tiene mi cabello fuerte con mucho brillo me encante el de color rojo que tiene kerTiana entonces no me cuesta aplarchar mucho el pelo y no me lo maltrata tanto como otros productos estoy facinada con los produntos de la linea TreSemme
195,2016-05-25 00:11:44,vindi,0.356025,"E usado varios productos pero para ver diferencias en el cabello vasto con usar los productos TreSemme, tengo poco de usarlos pero ahora lo noto más suave, con brillo, y sin frizz y huele delicioso me lo lavo tres veces a la semana y me queda el cabello como toda mujer desea lo recomiendo usen TreSemme y lo notarán"
196,2016-05-25 00:16:20,vindi,0.61533,"Amo q mi cabello rubio se vea sano y natural y es el.resultado q me brinda #TRESemmé 
Inicio con el shampoo q con un poquito es mas q suficientes ya q el producto es suber bueno con esto elimino la suciedad y la grasita de mi cabello. Lo hidrato con  el acondicionador y por supuesto no puede faltar el tratamiento de los medios a los largos para q el cabello se vea super hidratado y hermoso ? 
Con #TRESemmé es super facil verte bella y con precios super comodos ? ya q tenemos un resultado de salón pero echo en casita #TRESemmé la mejor opción para tu cabello ? mi tip ? Utilizar toda la gama TRESemmé cmpleta seguir las instrucciones al pie de la letra y cuando colocas el acondicionador y la crema de tratamiento con Pv bajo peinar el cabello con los dedos #BlindajePlatinum #Reparaciónyprotección"
197,2016-05-25 00:18:43,vindi,0.530334,Usando #TRESemme solo asi se cuida el pelo bien y lo restaura
198,2016-05-25 01:31:17,vindi,0.29187,"Hay que usar cremas para q lo hidraten, mascarillas, cortarle las puntas, no abusar de la plancha, cepillarlo 
Hay que chinearlo siempre"
199,2016-05-25 02:12:26,vindi,0.949303,Gracias Vindi por permitirnos participar en tan maravilloso regalo
200,2016-05-25 05:19:55,masxmenos,0.0,"Gracias,exelente..."
201,2016-05-25 05:46:47,vindi,0.0,"Definitivamente usar productos de calidad como TreSEmme , estar haciendo gorras una vez por semana para hidratarlo."
202,2016-05-25 06:01:44,vindi,0.0,Me hago gorras naturales una vez por semana!!
203,2016-05-25 06:11:11,masxmenos,0.630624,Doña Mila Muñoz vea esto es lo que hay hoy¡!
204,2016-05-25 06:57:03,masxmenos,0.0,Hellen Quirós
205,2016-05-25 07:25:23,masxmenos,0.0,Mejor...
206,2016-05-25 07:25:35,vindi,0.371731,Lavarmelo día por medio y hacerme gorras
207,2016-05-25 07:31:24,vindi,-0.464987,"La verdad no tengo un buen producto para cuidar mi cabello soy ama de casa y no siempre se puede tener un producto,como TREsemmé 'me gustaria mucho ganarmelo"
208,2016-05-25 07:52:00,vindi,-0.794468,"Tristemente lo lavo todos los días aunque se que no es lo recomendado pero es muy grasoso, me encantaría usar TRESemmé dicen que es maravilloso."
209,2016-05-25 08:20:16,vindi,0.123181,"simplemente no lo lavo todos los dias
y cuando lo hago uso abundante acondicionador para q lo mantenga suave 
no utilizo nada gotas solo cuando hay algun evento me lo plancho 2 veses ala sema lunes y viernes y qeda super
me encantaria sus productos seven muy buena calidad."
210,2016-05-25 08:27:38,vindi,-0.867624,"Me encantaría usas los productos treSemme hasta el momento pensé que mi secreto era chinear mi cabello con todo, y no, me he hecho cauterizaciones "
211,2016-05-25 08:49:47,vindi,0.236151,"Utilizo mascarillas para que me hidarten todo mi cabello como aguacate,miel de abeja con banano,avena con yogurt,entre muchas cosas mas
Sería maravilloso ser la feliz ganadora"
212,2016-05-25 09:01:35,vindi,0.0,"Yo me lavo el caballo día de por medio, uso poco la secadora y uso productos TRESemmes"
213,2016-05-25 09:11:25,masxmenos,0.0,Y la papa a q precio?
214,2016-05-25 09:25:35,masxmenos,0.859211,La papa a que precio gracias
215,2016-05-25 09:38:48,masxmenos,0.994719,"Buen día, nuestra publicación de Miércoles frescos se encuentra en nuestro muro desde anoche. saludos te esperamos=)"
216,2016-05-25 09:38:56,masxmenos,0.994719,"Buen día, nuestra publicación de Miércoles frescos se encuentra en nuestro muro desde anoche. saludos te esperamos=)"
217,2016-05-25 09:48:35,vindi,0.651197,Usar algún producto antes del secado y la plancha!
218,2016-05-25 09:50:52,masxmenos,0.84238,"Buen día, gracias por escribirnos. Con el fin de poder ayudarte con tu consulta me puedes indicar cual de nuestras sucursales visitas? para poderte brindar el número y así puedas consultar sobre existencias y precio."
219,2016-05-25 09:51:02,masxmenos,0.566471,Saludos =)
220,2016-05-25 09:51:16,masxmenos,0.306598,Las esperamos =)
221,2016-05-25 09:51:26,masxmenos,0.569324,=) saludos
222,2016-05-25 09:51:36,masxmenos,0.281093,Los esperamos =)
223,2016-05-25 09:51:49,masxmenos,0.281093,Los esperamos =)
224,2016-05-25 09:51:57,masxmenos,0.569324,=) saludos
225,2016-05-25 09:52:03,masxmenos,0.281093,Los esperamos =)
226,2016-05-25 09:52:12,masxmenos,0.569324,=) saludos
227,2016-05-25 09:52:21,masxmenos,0.897795,"Saludos, los esperamos =)"
228,2016-05-25 09:52:36,masxmenos,0.84238,"Buen día, gracias por escribirnos. Con el fin de poder ayudarte con tu consulta me puedes indicar cual de nuestras sucursales visitas? para poderte brindar el número y así puedas consultar sobre existencias y precio."
229,2016-05-25 09:53:38,masxmenos,0.412205,"Si pero no les interesa ,tienen tanto dinero q les da igual....vamos a tener ke aprovechar martes frescos"
230,2016-05-25 09:54:13,masxmenos,0.0,Será. . .
231,2016-05-25 09:54:30,masxmenos,0.383256,Yo diría!!
232,2016-05-25 09:55:17,masxmenos,0.477269,Gracias 
233,2016-05-25 09:55:40,vindi,0.797287,Por supuesto usar productos TRESemmé y nunca aplanchar mi cabello! Es lo mejor
234,2016-05-25 10:04:04,vindi,-0.557623,"Soy una adulta mayor y mi secreto de cuidar mi cabello es lavarme el cabello todos los días,y de esa manera me lo puedo acomodar y verme espectácular."
235,2016-05-25 10:07:56,masxmenos,0.801596,"Buen día Elena, claro que nos importan todos ustedes, solo que tuvimos un atraso con la publicación. Lamentamos la tardanza, Saludos"
236,2016-05-25 10:27:40,masxmenos,0.919575,Coronado. Gracias
237,2016-05-25 10:30:18,masxmenos,0.0,Desamparados
238,2016-05-25 10:34:28,masxmenos,0.774669,"Buenos días, hoy se aplica el 10% con Credomatic?"
239,2016-05-25 10:42:06,maxipali,0.952205,Los esperamos :)
240,2016-05-25 10:42:08,maxipali,0.952205,Los esperamos :)
241,2016-05-25 10:44:32,maxipali,0.954868,Las esperamos :)
242,2016-05-25 10:44:35,maxipali,0.954868,Las esperamos :)
243,2016-05-25 10:54:41,masxmenos,-0.432849,"Subieron la molida, en realidad es \""antes\""  2900"
244,2016-05-25 11:02:26,masxmenos,-0.481008,"Alguien sabe en cuanto está la sandia? Ayer estaba en 450, pero hoy?"
245,2016-05-25 11:07:31,masxmenos,0.82509,"Buen día Warren, esta es carne especial, la que nos comentas es otro tipo de carne molida. Saludos"
246,2016-05-25 11:07:59,masxmenos,0.84238,"Buen día, gracias por escribirnos. Con el fin de poder ayudarte con tu consulta me puedes indicar cual de nuestras sucursales visitas? para poderte brindar el número y así puedas consultar sobre existencias y precio."
247,2016-05-25 11:08:43,masxmenos,0.841615,Te puedes comunicar al 2250-3356
248,2016-05-25 11:09:52,masxmenos,0.865216,"Buen día Donald, así es . Te esperamos!"
249,2016-05-25 11:19:03,vindi,0.711163,UsAr   productos  tres Enme  excelente uso  lo  menos  posible   la  planchA
250,2016-05-25 11:23:36,masxmenos,0.873063,Adri.muchas gracias bendiciones para usted y su familia.
251,2016-05-25 11:27:26,masxmenos,0.0,Alajuela Cemaco
252,2016-05-25 11:30:28,masxmenos,0.942997,Amén doña Mila igualmente
253,2016-05-25 11:34:54,pali,0.0,"Pali no tiene comparacion.
Es el rey de los precios bajos."
254,2016-05-25 11:47:52,masxmenos,0.0,Saludos =)
255,2016-05-25 11:47:55,vindi,0.31728,Mantenerlo limpio usando un buen shampo y un acondicionador que sean de. Acuerdo con el tipo de cabello. El cabello debe estar Lozano y brillante. Es muy importante su olor.
256,2016-05-25 11:48:21,masxmenos,0.841615,Te puedes comunicar al 2243-4090
257,2016-05-25 11:48:45,masxmenos,0.841615,Te puedes comunicar al 22298378
258,2016-05-25 11:48:50,masxmenos,0.494921,=)
259,2016-05-25 11:48:55,masxmenos,0.825681,"Buen dia, me parece ser la misma."
260,2016-05-25 11:51:01,masxmenos,0.0,Lilliam Valenzuela
261,2016-05-25 11:52:38,masxmenos,0.414501,Me puedes indicar de que fecha es esa publicación?
262,2016-05-25 11:53:53,masxmenos,-0.305263,Para que? Ya se dio cuenta que es la misma. Yo siempre voy los miércoles y hoy la subieron.
263,2016-05-25 12:07:12,vindi,0.469267,Usar los productos de tresemme y mascarillas naturales definitivamente
264,2016-05-25 12:21:35,pali,0.902147,"Hola amigo, muchas gracias por escribirnos, por favor, indícanos qué Palí vistaste, así como el día y hora aproximada. También envíanos tu número de teléfono, con gusto le daremos seguimiento a tu queja. Saludos,"
265,2016-05-25 12:32:13,pali,0.797406,"Buenas tardes visité el Palí de San Diego de Tres Ríos, el día 24 de Mayo a las 7:00 pm"
266,2016-05-25 12:58:46,masxmenos,-0.572323,"Ereny, Chichi ve la piña "
267,2016-05-25 12:59:15,masxmenos,0.444804,En cuanto tienen el repollo blanco en la de Heredia centro
268,2016-05-25 13:13:37,vindi,-0.862955,Mi secreto TRESemmé
269,2016-05-25 13:41:54,pali,-0.316073,Juanjo Vz
270,2016-05-25 13:42:24,pali,0.0,.__.
271,2016-05-25 13:50:10,vindi,-0.494801,Mucha agua y jabón todos los días
272,2016-05-25 14:15:38,maxipali,0.964352,Excelente ya le compre una camisita a mi enano y los precios
273,2016-05-25 14:16:15,pali,0.979652,Muchas gracias por tu amable comentario amiga :D Gracias por tu preferencia.
274,2016-05-25 14:16:19,pali,0.494921,:)
275,2016-05-25 14:16:48,pali,0.832646,"Gracias por la información amigo ¿Podrías proporcionarnos tu número de teléfono? Quedamos atentos. Saludos,"
276,2016-05-25 14:26:30,vindi,0.0,Felicidades!
277,2016-05-25 14:31:06,masxmenos,0.831498,"Buen día, te puedes comunicar a la sucursal para realizar consulta, el número es 2261-0006"
278,2016-05-25 14:31:19,masxmenos,0.566471,Saludos =)
279,2016-05-25 14:34:48,masxmenos,-0.595561,"Hey si que descaro, la publicacion es del 10 de Mayo. Pero igual nada va cambiar, lo que va suceder es que ahora van a eliminar publicaciones viejas. O sea hace dos semanas"
280,2016-05-25 14:42:18,masxmenos,0.886552,"Buenas tardes como están, por favor me pueden decir cuando hay oferta de carne para mechar?"
281,2016-05-25 14:43:30,masxmenos,0.0,Para q mencionas la fecha que la viste? No te van a devolver la diferencia.
282,2016-05-25 14:45:08,pali,0.0,Paly es pura propaganda engañosa como es posible que un mismo producto este a un precio y otro paly siendo lo mismo este mas caro ademas como es posible que la verdura que practicamente no sirve la venden como si fuera verdura fresca en vez de votarla o bajarle el precio
283,2016-05-25 14:46:28,vindi,0.315394,Yo lo quería
284,2016-05-25 14:53:35,vindi,0.5492,Muchas Gracias
285,2016-05-25 15:04:47,vindi,0.0,felicidades
286,2016-05-25 15:07:30,vindi,0.0,Gorra de vinagre antes de lavar el cabello.
287,2016-05-25 15:17:38,vindi,-0.926077,Muchas felicidades..cuando ganaré yo con ustedes :'(
288,2016-05-25 15:20:55,vindi,0.764038,La próxima podría ser Wen vamos a tener más promociones :)
289,2016-05-25 15:21:32,vindi,0.963648,"Tendremos muchas promociones, seguí atenta para participar :)"
290,2016-05-25 15:28:49,vindi,0.0,Felicidades
291,2016-05-25 15:31:31,vindi,0.949495,Estoy muy feliz salí ganadora
292,2016-05-25 15:41:25,pali,0.0,86325939
293,2016-05-25 15:42:53,masxmenos,0.0,.
294,2016-05-25 16:00:06,vindi,-0.600696,Lo tengo muy descuidado! No tengo secretos Jaja. Por eso necesito ganarme este kit!!!!
295,2016-05-25 16:10:28,masxmenos,0.303495,Me gusta  Mas x menos  Desamparados
296,2016-05-25 16:44:12,masxmenos,0.974364,"Víctor García Buena tarde Víctor, no borraremos publicaciones, trasladaremos sus comentarios al área correspondiente para que nos puedan decir que sucede con esos precios. Saludos"
297,2016-05-25 16:46:33,masxmenos,0.84238,"Buen día, gracias por escribirnos. Con el fin de poder ayudarte con tu consulta me puedes indicar cual de nuestras sucursales visitas? para poderte brindar el número y así puedas consultar sobre existencias y precio."
298,2016-05-25 16:46:44,masxmenos,0.494921,=)
299,2016-05-25 16:46:52,masxmenos,0.636009,Gracias por tu preferencia =)
300,2016-05-25 16:54:44,maxipali,0.894113,Buenas Tardes cual es el Horario del Maxi Pali Pavas (a que hora Cierran)??? Mil Grcias con Karen Herrera Angulo
301,2016-05-25 17:09:43,masxmenos,0.934337,"Muchas gracias, el que visito es el de San Pablo de Heredia."
302,2016-05-25 17:28:47,maxipali,0.866057,Muchas gracias por tu amable preferencia. Espramos que pronto podás visitarnos nuevamente ¡Feliz día!
303,2016-05-25 17:29:40,maxipali,0.952489,"Hola amigo, el horario es el siguiente: Lunes a Domingo de 8:00am a 9:00pm.

¡Te esperamos!"
304,2016-05-25 18:03:32,masxmenos,-0.857659,Yo  quiero aca en El Salvador
305,2016-05-25 18:31:20,maxipali,-0.375554,"Hasta cuando , están las promociones?"
306,2016-05-25 18:32:33,vindi,0.736341,Me encanta usar los productos TRESemmé.
307,2016-05-25 19:00:21,maxipali,0.0,Es por todo él mes de mayo o cuantos días??
308,2016-05-25 19:03:24,vindi,0.928328,Felicidades a mi hermana. Elizabeth Guzman
309,2016-05-25 19:18:17,vindi,0.857472,Wao q buena sorpresa.Aah
310,2016-05-25 19:42:35,maxipali,0.363384,Hola..esa promocion tambien la tienen en esparza y el roble..gracias
311,2016-05-25 19:43:33,pali,0.635874,"Antonio Meneses Mora Gracias por la información amigo. Pronto le daremos seguimiento a tu caso. Saludos,"
312,2016-05-25 19:46:17,pali,0.494921,:)
313,2016-05-25 19:47:08,pali,0.700729,"Hola amiga, gracias por escribirnos. Por favor, envianos tu número de teléfono y el nombre del Palí que visitaste para que con gusto le demos seguimiento a tu queja. Quedamos atentos. Saludos,"
314,2016-05-25 19:56:35,vindi,-0.70322,"Muchas felicidades ni un hombre gano  , yo queria :("
315,2016-05-25 20:19:12,maxipali,0.966665,"Hola amiga, te comentamos que esta Guía de Compras tiene vigencia hasta el 01 de junio ¡Te esperamos!"
316,2016-05-25 20:19:34,maxipali,0.788021,Las espramos :)
317,2016-05-25 20:19:42,maxipali,0.966665,"Hola amiga, te comentamos que esta Guía de Compras tiene vigencia hasta el 01 de junio ¡Te esperamos!"
318,2016-05-25 20:19:59,maxipali,0.9811,"Hola amiga, te comentamos que esta Guía de Compras tiene vigencia hasta el 01 de junio en todas nuestras sucursales ¡Te esperamos!"
319,2016-05-25 20:27:03,maxipali,0.5492,Muchas gracias
320,2016-05-25 20:28:27,maxipali,0.450448,Cuanto de garantia dan x un colchon y incluyen la entrega o es x aparte?
321,2016-05-25 20:31:21,pali,0.982957,muy bueno me encanta cuado dan el minuto regalon yo no melo pierdo es fantastico bamos pali bendiciones
322,2016-05-25 20:55:33,pali,0.972727,Muchas gracias por tu amable preferencia amiga :D
323,2016-05-25 21:00:46,maxipali,0.966204,Estamos para servirte :)
324,2016-05-25 21:01:26,maxipali,0.992206,"Hola amiga, te invitamos a visitarnos pronto para poder resolver todas tus dudas, será un gusto brindarte toda la información :)"
325,2016-05-25 21:05:02,vindi,0.529143,Excelente  :)
326,2016-05-25 21:05:12,vindi,0.529143,Excelente  :)
327,2016-05-25 21:06:57,vindi,0.529143,Excelente  :)
328,2016-05-25 21:12:14,maxipali,0.632444,Muchas gracias..
329,2016-05-25 21:17:27,pali,0.855751,Gracias a ustedes por todo eso que asen para aser felize a muchas familias
330,2016-05-25 22:32:18,pali,0.878302,Es un gusto amiga :D Te esperamos pronto.
331,2016-05-25 23:28:56,vindi,0.0,"Vitamina E, en el shampoo Tresemmé."
332,2016-05-26 04:46:43,masxmenos,0.0,Por favor todo en este país sube y ahora resulta q hay gran indignación por una carne que tiene un precio de 200 colones de diferencia en quince días. Dios si tan indignados se sienten no la compren el miércoles a 3195colones comprenla cualquier otro día de la semana a 5060 colones y así evitan según su criterio el ser estafados!!!!!
333,2016-05-26 06:57:35,maxipali,-0.397892,Cuando inauguran en Palmares? Y cuál va a ser el horario?
334,2016-05-26 07:53:26,pali,-0.737335,"Pero que mal servicio de pali y maxipali. Tiene como 10 cajas y llega uno a pagar en ese filon porque solo una caja esta.abierta. mejor compro en Automercado, es mas caro si, pero entra busca, paga y jala nada de perder tiempo por mal servicio."
335,2016-05-26 07:56:53,pali,0.376733,Signo de pregunta Será cierto que para él y es el supermercado con los precios más baratos
336,2016-05-26 09:01:40,maxipali,0.0,Necesitamos algunas cosas vea Jeremias Fernandez
337,2016-05-26 09:09:24,masxmenos,0.943788,"Buen día, te puedes comunicar al 70148645"
338,2016-05-26 09:10:10,masxmenos,0.494921,=)
339,2016-05-26 09:59:02,masxmenos,0.729719,"Hola Karla, ya estamos trabajando en ello para que este año esten disponibles los productos SCHAR sin gluten en El Salvador. Que tenga buen día!"
340,2016-05-26 10:16:45,maxipali,0.855598,X su puesto todo los fines compro en maxi
341,2016-05-26 11:05:21,vindi,0.760031,"Hola Jeyz, nuestro programa para elegir a los ganadores lo realiza completamente al azar. Vendrán más promociones :)"
342,2016-05-26 11:46:23,vindi,-0.363608,"Yo lo se , no estoy diciendo lo contrario , solo decia que no salio ningun hombre y que me hubiera gustado ser ese hombre"
343,2016-05-26 11:49:15,pali,0.0,Kattia Alfaro Badilla
344,2016-05-26 12:03:28,pali,0.0,Pollazo
345,2016-05-26 12:10:56,maxipali,0.0,Vea Yeison Chacon Salas
346,2016-05-26 12:13:59,vindi,0.921395,Hola  donde están ubicados
347,2016-05-26 13:29:23,vindi,0.105939,Hola Karla. Tenemos 13 ubicaciones :): http://www.vindi.cr/ubicacion/
348,2016-05-26 14:04:41,maxipali,0.0,Yen Vargas Ruiz
349,2016-05-26 14:06:33,maxipali,0.971695,Que dicha mañana si Dios lo permite gracias maxi pali
350,2016-05-26 14:11:39,maxipali,0.259769,Hola esa publicación es válida todavía
351,2016-05-26 14:19:40,maxipali,0.355546,Elizabeth  Elisabeht Campos mae vea q barato
352,2016-05-26 14:26:42,vindi,0.0,B
353,2016-05-26 14:51:56,pali,0.494921,:)
354,2016-05-26 15:20:31,maxipali,0.0,Vea mi tia Marielos Rojas
355,2016-05-26 15:33:35,vindi,0.0,Esteban por si le interesa....
356,2016-05-26 15:37:34,maxipali,0.913544,Estamos para servirte :D
357,2016-05-26 15:38:08,maxipali,0.585122,"Hola amiga, te compartimos la información:"
358,2016-05-26 15:38:14,maxipali,0.874187,Los esperamos :D
359,2016-05-26 15:41:41,maxipali,0.0,Gracias por tu preferencia amiga :D
360,2016-05-26 15:41:58,maxipali,0.952205,Los esperamos :)
361,2016-05-26 15:42:00,maxipali,0.952205,Los esperamos :)
362,2016-05-26 15:42:27,maxipali,0.520174,"Hola amiga, sí. Está vigente hasta el 01 de junio ¡Te esperamos!"
363,2016-05-26 15:42:34,maxipali,0.875676,Las esperamos :D
364,2016-05-26 15:42:39,maxipali,0.874187,Los esperamos :D
365,2016-05-26 15:45:04,vindi,0.0,Ana Murillo Castro
366,2016-05-26 15:48:33,vindi,0.0,Maria Gabriela Gillott vea
367,2016-05-26 15:50:01,maxipali,0.9392,Estamos para servirte amiga ¡Te esperamos!
368,2016-05-26 15:55:20,maxipali,0.464976,Y está también en maxi pali nicoya
369,2016-05-26 15:57:35,maxipali,0.0,Sissy Henderson
370,2016-05-26 16:02:41,maxipali,0.914236,Gracias como siempre muy amables.
371,2016-05-26 16:35:57,pali,-0.237307,Pali precios bajo siempre g rasias por estar en CR
372,2016-05-26 17:08:14,vindi,0.0,Ojo Jeff Vargas
373,2016-05-26 17:09:47,pali,0.0,Me regalan el horario x fa. Gracias¡
374,2016-05-26 17:38:47,pali,-0.66363,"Mamá lucha está muy obesa, posiblemente se está hartando de más cuando hay ofertas. Debería aprovechar los miércoles Frescos del Más x Menos para q consuma más vegetales y menos comidas con harinas."
375,2016-05-26 17:40:49,maxipali,0.477269,Gracias
376,2016-05-26 18:04:44,vindi,0.291135,Se puede comprar con tarjeta
377,2016-05-26 18:40:37,maxipali,0.0,Tibisay Leon Oviedo
378,2016-05-26 19:26:58,vindi,0.0,Gustavo Abarca vea
379,2016-05-26 21:06:48,vindi,0.150823,"Ojo chicos
Cindy Montero 
Jorge Montero Cubero
Luis Leon
Yockclem Fallas"
380,2016-05-26 21:31:39,vindi,0.0,Stephanie Arias Castillo vea
381,2016-05-26 21:37:47,maxipali,-0.855348,Que es esto no lo veo bien?
382,2016-05-27 00:55:06,maxipali,0.409135,Jenny Villa son tendederos para guindar ropa
383,2016-05-27 06:54:41,vindi,0.548642,Justin Murray Renato Muñoz la orange!!
384,2016-05-27 07:11:23,vindi,-0.860271,Pero a q hora ahora pase a san joaquin y no estaban
385,2016-05-27 07:55:48,vindi,0.0,Pueden póner el horario py en cuales para llegar temprano..
386,2016-05-27 08:06:00,vindi,0.0,Isabel Artavia Quesada
387,2016-05-27 08:13:19,vindi,0.0,vea BoniHer Pau
388,2016-05-27 08:43:00,vindi,0.312466,"Abrimos a las 6:30am y en San Joaquín, Concepción y Tres Ríos :)"
389,2016-05-27 08:44:56,vindi,0.417059,"Hola Mauricio, las están distribuyendo, durante el día estarán llegando. Te dejo el número de San Joaquín: 2265-2949."
390,2016-05-27 09:38:38,vindi,0.218162,Q buena esa
391,2016-05-27 09:54:33,vindi,0.86693,Ya están en San Joaquín :)
392,2016-05-27 10:18:26,vindi,0.0,Andrey Carvajal vea
393,2016-05-27 10:43:50,maxipali,0.0,Cerca de guadalupe hay maxi pali?
394,2016-05-27 10:53:38,vindi,0.0,Donde queda el de Concepción???
395,2016-05-27 11:05:05,vindi,0.0,"De la casa de Pepe Figueres, 5km noreste, carretera a Concepción de Tres Ríos frente al Liceo Franco Costarricense."
396,2016-05-27 11:06:52,vindi,0.0,Tenemos q ir
397,2016-05-27 11:09:06,vindi,-0.550365,Perdón es el mismo q el de Tres Ríos.
398,2016-05-27 11:14:19,vindi,0.477269,Gracias
399,2016-05-27 14:04:42,vindi,0.0,Hagamosla!!
400,2016-05-27 15:26:05,vindi,0.0,Me pueden decir  cuantas inscripciones tendran ?
401,2016-05-27 15:29:13,vindi,0.0,Exacto!!!
402,2016-05-27 16:19:04,vindi,0.0,Sí Mauricio.
403,2016-05-27 16:23:06,vindi,0.901553,Te enviamos un mensaje :)
404,2016-05-27 18:24:52,vindi,0.0,que riiicoooo jajja
405,2016-05-27 19:18:31,vindi,-0.271797,El año pasado fuimos hasta uno de esos puntos y ya no quedaban inscripciones..
406,2016-05-27 19:25:34,vindi,0.0,Cuantas inscripciones van a habilitar en cada vindi?
407,2016-05-27 20:42:10,maxipali,0.0,Cuando en maxi pali san rafael alajuela
408,2016-05-27 23:24:11,vindi,0.0,Vean chicas Yoseth Bermudez Marin Jen Carmona Francini Gomez Pris River Grace Naranjo Castro Ixchel Nathalya Mora Calvo
409,2016-05-27 23:25:28,vindi,0.0,Pueden decirnos cuantas hay en cada establecimiento para no hacer viaje en vano
410,2016-05-28 09:26:36,maxipali,0.0,El kilo de tomate cuesta 525?????
411,2016-05-28 09:32:56,masxmenos,0.966341,Que delicia todooo gracias Masxmenos!!!
412,2016-05-28 09:37:34,maxipali,0.824416,Excelente!! Que estén publicando las ofertas de los sábados. Los felicito.
413,2016-05-28 10:03:17,maxipali,0.0,Solo en maxi pali esta el tomate a ese precio en pali no hay a ese precio
414,2016-05-28 10:52:42,maxipali,0.0,Pali nada que ver
415,2016-05-28 13:08:49,vindi,0.59547,"Excelente iniciativa, ojalá mas estrategias comerciales tengan este tipo de objetivo social y salud, definitivamente motiva.Ya me incribí aprovechando esta opción."
416,2016-05-28 14:45:21,masxmenos,0.0,Estas promociones son para todo el fin de semana
417,2016-05-29 03:41:47,vindi,0.0,Kaka cantik banget shi
418,2016-05-29 10:40:24,masxmenos,-0.558988,Es muslo deshuesado o pechuga ? Es que no se lee bien
419,2016-05-29 17:56:52,masxmenos,-0.476389,"Entonces que los productores se unan, abran sus propios supermercados, que vendan sin intermediarios, y a precios competitivos. 
Cuando usted tiene el poder adquisitivo suficiente, compra lo que quiera sin importarle el precio, pero la familia que depende de un salario de 300.000 (sin le va bien ya sin cargas sociales), no puede darse el lujo de comprar la canasta básica en el mini super o la pulpería, pues por sus precios, no le alcanza.
A la competencia desleal se le combate dándole al consumidor opciones de donde escoger, no diciéndole simplemente \""no le compre a Walmart \""."
420,2016-05-29 18:31:53,masxmenos,0.0,"Efectivamente hacer como lo hicieron los alemanes con Walmart alla, el consumidor nuestro, sus amigos y toda su cadena tiene el poder de compra, solo comprar en carnicerias donde vendan los chanchitos que nuestros porcicultores les venden y que los porcicultores en Banca de Desarrollo se hagan sus super mercados pequeños y medianos y a comprar solo ahi, la defensa comercial empieza desde adentro"
421,2016-05-29 18:44:42,maxipali,0.0,Cada quien puede comprar adonde quiera pero nosotros no compramos ni en Masxmenos Costa Rica Maxi Palí Costa Rica Palí Costa Rica o Corporativo Walmart
422,2016-05-29 18:44:42,pali,0.0,Cada quien puede comprar adonde quiera pero nosotros no compramos ni en Masxmenos Costa Rica Maxi Palí Costa Rica Palí Costa Rica o Corporativo Walmart
423,2016-05-29 18:59:27,masxmenos,0.333504,Tiene toda la razón ( comste por muchis años fui productor de cerdos y debido a estos desastres de importaciones y precios malos me sali de la produccion) Y ahora como consumidor directo compro donde esten los precios mas bajos
424,2016-05-29 20:06:53,masxmenos,-0.807473,Pero yo conozco productores nacionales q le venden a a walmart
425,2016-05-29 20:16:18,masxmenos,0.485545,Una parte mínima don Rulo. Y quisiéramos que nos digan cuánto y a qué precio?
426,2016-05-29 20:20:54,masxmenos,0.0,Totalmente de acuerdo apoyo todas sus publicaciones solo q si se de algunos q le venden a esas empresas desconozco esos datos!
427,2016-05-29 20:56:13,masxmenos,-0.388231,"En pocas palabras para el buen entendedor, una cadena que doblegue a su proveedor sin importarle nada no merece nuestro dinero, hasta por solidaridad, Automercado es uno de los pocos que en cadena vende producto nacional de empresas mipymes.... Dicen que es más caro.... Y no no lo es... Yo como y trabajo en el sector agropecuario de este país y con todo el agrado pagamos por productos: Hecho en Costa Rica. Se han preguntado por qué en Alemania y otros países no hay Walmart... Por qué saben que hacen y a qué vienen..."
428,2016-05-29 22:58:16,maxipali,0.965215,Que chiva esta amigos gracias Maxi  Pali Costa Rica que Dios te siga bendiciendo
429,2016-05-30 10:22:56,masxmenos,0.566471,Saludos =)
430,2016-05-30 10:23:15,masxmenos,0.921616,Así es Milagros =) saludos buen día
431,2016-05-30 10:23:55,masxmenos,0.88516,"Buen día, es muslo deshuesado =) saludos buen día"
432,2016-05-30 12:18:29,pali,0.0,Escuche de un sr. Jimenez Que con llegada d los Chinos varios Megasuper bajaron considerablemente sus ventas por esta razon en Junio estarán cerrando 4 sucursales en Cartago y para Julio otras 4 en otras Zonas.
433,2016-05-30 13:16:28,masxmenos,-0.362795,Esa decision no es correcta igual ahi trabajan muchos costarricenses.
434,2016-05-31 13:11:11,maxipali,-0.0099735,"Una taza 
Un plato 
La cocina
Una gaveta 
La jaladera de la nevera
Un tornillo en la silla
la cuchara 
La jaladera del horno"
435,2016-05-31 13:12:24,maxipali,0.798148,Listo son 8 diferencias
436,2016-05-31 13:24:20,pali,0.442974,Pali paraiso centro
