date,storename,storeid,qty_notes,score
2015-03-11T08:03:00Z,AUTOMERCADO,AM10,4,0.186640836764127
2015-03-11T08:03:00Z,AUTOMERCADO,AM14,5,0.391551627404988
2015-03-11T08:03:00Z,AUTOMERCADO,AM20,2,0.21791541390121
2015-03-11T08:03:00Z,AUTOMERCADO,AM22,3,-0.233562463584046
2015-03-11T08:03:00Z,AUTOMERCADO,AM23,3,0.754881323625644
2015-03-11T08:03:00Z,AUTOMERCADO,AM3,2,0.0592036247253418
2015-03-11T08:03:00Z,AUTOMERCADO,AM30,4,0.387908798176795
2015-03-11T08:03:00Z,AUTOMERCADO,AM38,2,0.576194825116545
2015-03-11T08:03:00Z,AUTOMERCADO,AM5,6,-0.249255234841257
2015-03-11T08:03:00Z,AUTOMERCADO,AM7,5,0.0678502421826124
2015-03-11T08:03:00Z,MASXMENOS,MXM12,4,-0.0850693273823708
2015-03-11T08:03:00Z,MASXMENOS,MXM15,2,-0.608952869195491
2015-03-11T08:03:00Z,MASXMENOS,MXM18,3,0.359925328133007
2015-03-11T08:03:00Z,MASXMENOS,MXM21,7,-0.43610109668225
2015-03-11T08:03:00Z,MASXMENOS,MXM24,5,0.127303138189018
2015-03-11T08:03:00Z,MASXMENOS,MXM36,4,-0.114712820388377
2015-03-11T08:03:00Z,MASXMENOS,MXM4,5,-0.00853360667824745
2015-03-11T08:03:00Z,MASXMENOS,MXM46,3,-0.653203690114121
2015-03-11T08:03:00Z,MASXMENOS,MXM9,3,-0.142030028626323
2015-03-11T08:03:00Z,MEGASUPER,MEGASUPER13,4,0.721562600228935
2015-03-11T08:03:00Z,MEGASUPER,MEGASUPER19,2,-0.271606910973787
2015-03-11T08:03:00Z,MEGASUPER,MEGASUPER2,2,-0.596432109363377
2015-03-11T08:03:00Z,MEGASUPER,MEGASUPER42,1,-0.159325007349253
2015-03-11T08:03:00Z,MEGASUPER,MEGASUPER50,3,-0.105076893543204
2015-03-11T08:03:00Z,MEGASUPER,MEGASUPER62,4,-0.493475154507905
2015-03-11T08:03:00Z,MEGASUPER,MEGASUPER64,3,0.00201708792398373
2015-03-11T08:03:00Z,PALI,PALI16,4,-0.172883300343528
2015-03-11T08:03:00Z,PALI,PALI32,3,0.234493608276049
2015-03-11T08:03:00Z,PALI,PALI54,2,-0.228608777746558
2015-03-11T08:03:00Z,PALI,PALI6,1,0.178935239091516
2015-03-11T08:03:00Z,PALI,PALI66,3,0.119623566046357
2015-03-11T08:03:00Z,VINDI,VINDI11,2,0.37165587162599
2015-03-11T08:03:00Z,VINDI,VINDI17,6,-0.195394266396761
2015-03-11T08:03:00Z,VINDI,VINDI40,1,-0.954171695746481
2015-03-11T08:03:00Z,VINDI,VINDI60,2,-0.500230024103075
2015-03-11T08:03:00Z,VINDI,VINDI70,1,0.985825853422284
2015-03-11T08:03:00Z,VINDI,VINDI8,1,-0.566123181954026
2015-03-11T09:03:00Z,AUTOMERCADO,AM1,3,-0.610250267510613
2015-03-11T09:03:00Z,AUTOMERCADO,AM10,4,0.572591092437506
2015-03-11T09:03:00Z,AUTOMERCADO,AM14,2,-0.343952189199626
2015-03-11T09:03:00Z,AUTOMERCADO,AM22,1,-0.764240185730159
2015-03-11T09:03:00Z,AUTOMERCADO,AM23,3,0.27518821010987
2015-03-11T09:03:00Z,AUTOMERCADO,AM3,2,0.258531779050827
2015-03-11T09:03:00Z,AUTOMERCADO,AM30,7,0.49716488192124
2015-03-11T09:03:00Z,AUTOMERCADO,AM38,6,-0.368894128439327
2015-03-11T09:03:00Z,AUTOMERCADO,AM5,3,-0.0832833883663018
2015-03-11T09:03:00Z,AUTOMERCADO,AM7,1,0.672439626418054
2015-03-11T09:03:00Z,MASXMENOS,MXM12,3,0.0262551344931126
2015-03-11T09:03:00Z,MASXMENOS,MXM15,5,0.583202025294304
2015-03-11T09:03:00Z,MASXMENOS,MXM18,5,0.125581419840455
2015-03-11T09:03:00Z,MASXMENOS,MXM24,2,0.111151633318514
2015-03-11T09:03:00Z,MASXMENOS,MXM36,4,0.270311835920438
2015-03-11T09:03:00Z,MASXMENOS,MXM4,1,-0.524064016528428
2015-03-11T09:03:00Z,MASXMENOS,MXM46,2,0.325039694551378
2015-03-11T09:03:00Z,MASXMENOS,MXM9,1,-0.271151975728571
2015-03-11T09:03:00Z,MEGASUPER,MEGASUPER13,6,-0.0351356505416334
2015-03-11T09:03:00Z,MEGASUPER,MEGASUPER19,5,0.358215053938329
2015-03-11T09:03:00Z,MEGASUPER,MEGASUPER2,5,0.0152792904525995
2015-03-11T09:03:00Z,MEGASUPER,MEGASUPER42,2,-0.545991503167897
2015-03-11T09:03:00Z,MEGASUPER,MEGASUPER50,4,0.319027471123263
2015-03-11T09:03:00Z,MEGASUPER,MEGASUPER62,3,-0.620239287304381
2015-03-11T09:03:00Z,MEGASUPER,MEGASUPER64,2,0.335689316969365
2015-03-11T09:03:00Z,PALI,PALI16,3,0.123952293147643
2015-03-11T09:03:00Z,PALI,PALI32,3,-0.576101787698766
2015-03-11T09:03:00Z,PALI,PALI54,7,0.15806076928441
2015-03-11T09:03:00Z,PALI,PALI6,4,0.0581113016232848
2015-03-11T09:03:00Z,PALI,PALI66,3,0.623535721873244
2015-03-11T09:03:00Z,VINDI,VINDI11,3,0.168101612478495
2015-03-11T09:03:00Z,VINDI,VINDI17,4,-0.307864877395332
2015-03-11T09:03:00Z,VINDI,VINDI40,1,-0.245599867776036
2015-03-11T09:03:00Z,VINDI,VINDI60,3,0.101298289683958
2015-03-11T09:03:00Z,VINDI,VINDI8,5,0.228933023475111
2015-03-11T10:03:00Z,AUTOMERCADO,AM1,5,-0.0552288647741079
2015-03-11T10:03:00Z,AUTOMERCADO,AM10,3,-0.0463334005326033
2015-03-11T10:03:00Z,AUTOMERCADO,AM14,1,0.704007593914866
2015-03-11T10:03:00Z,AUTOMERCADO,AM20,6,-0.218512527644634
2015-03-11T10:03:00Z,AUTOMERCADO,AM22,5,0.185288381576538
2015-03-11T10:03:00Z,AUTOMERCADO,AM23,2,0.0367302573285997
2015-03-11T10:03:00Z,AUTOMERCADO,AM3,5,0.0320676997303963
2015-03-11T10:03:00Z,AUTOMERCADO,AM30,6,0.0325662804146608
2015-03-11T10:03:00Z,AUTOMERCADO,AM38,6,-0.103391954985758
2015-03-11T10:03:00Z,AUTOMERCADO,AM5,1,0.774471951648593
2015-03-11T10:03:00Z,AUTOMERCADO,AM7,5,0.420482629723847
2015-03-11T10:03:00Z,MASXMENOS,MXM12,4,0.211117994971573
2015-03-11T10:03:00Z,MASXMENOS,MXM15,3,0.344587427874406
2015-03-11T10:03:00Z,MASXMENOS,MXM18,4,-0.127631501993164
2015-03-11T10:03:00Z,MASXMENOS,MXM21,3,-0.123448941546182
2015-03-11T10:03:00Z,MASXMENOS,MXM24,5,-0.18154113907367
2015-03-11T10:03:00Z,MASXMENOS,MXM36,5,-0.535523817129433
2015-03-11T10:03:00Z,MASXMENOS,MXM4,5,-0.558805560134351
2015-03-11T10:03:00Z,MASXMENOS,MXM46,6,0.264263291998456
2015-03-11T10:03:00Z,MASXMENOS,MXM9,4,0.0900295460596681
2015-03-11T10:03:00Z,MEGASUPER,MEGASUPER13,3,0.312052697253724
2015-03-11T10:03:00Z,MEGASUPER,MEGASUPER19,1,0.0655457330867648
2015-03-11T10:03:00Z,MEGASUPER,MEGASUPER2,3,0.498830898975333
2015-03-11T10:03:00Z,MEGASUPER,MEGASUPER42,6,0.102481148360918
2015-03-11T10:03:00Z,MEGASUPER,MEGASUPER50,5,0.12917595487088
2015-03-11T10:03:00Z,MEGASUPER,MEGASUPER62,4,-0.355425529414788
2015-03-11T10:03:00Z,MEGASUPER,MEGASUPER64,3,-0.339885257805387
2015-03-11T10:03:00Z,PALI,PALI16,7,-0.226494445199413
2015-03-11T10:03:00Z,PALI,PALI32,3,0.759733900117377
2015-03-11T10:03:00Z,PALI,PALI54,5,0.122522614710033
2015-03-11T10:03:00Z,PALI,PALI6,1,-0.419697462581098
2015-03-11T10:03:00Z,PALI,PALI66,3,0.246287091635168
2015-03-11T10:03:00Z,VINDI,VINDI11,5,0.468087577447295
2015-03-11T10:03:00Z,VINDI,VINDI17,4,-0.478047044714913
2015-03-11T10:03:00Z,VINDI,VINDI40,4,-0.0430060313083231
2015-03-11T10:03:00Z,VINDI,VINDI70,2,-0.486294895876199
2015-03-11T10:03:00Z,VINDI,VINDI8,4,0.315661044791341
2015-03-11T11:03:00Z,AUTOMERCADO,AM3,1,0.372355035506189
2015-03-11T11:03:00Z,MASXMENOS,MXM15,1,-0.253287782892585
2015-03-11T11:03:00Z,MASXMENOS,MXM18,1,-0.445820454508066
2015-03-11T11:03:00Z,MASXMENOS,MXM24,1,0.895233112387359
2015-03-11T11:03:00Z,MASXMENOS,MXM4,1,0.100697377696633
2015-03-11T11:03:00Z,MEGASUPER,MEGASUPER42,1,-0.709161144681275
2015-03-11T11:03:00Z,PALI,PALI16,1,0.700528691522777
2015-03-11T11:03:00Z,PALI,PALI32,1,0.872343387454748
2015-03-11T12:03:00Z,AUTOMERCADO,AM1,4,0.031544313300401
2015-03-11T12:03:00Z,AUTOMERCADO,AM10,1,0.474116468802094
2015-03-11T12:03:00Z,AUTOMERCADO,AM20,2,0.161349666770548
2015-03-11T12:03:00Z,AUTOMERCADO,AM22,1,-0.648168760351837
2015-03-11T12:03:00Z,AUTOMERCADO,AM3,1,-0.186423500999808
2015-03-11T12:03:00Z,AUTOMERCADO,AM30,2,-0.0708651030436158
2015-03-11T12:03:00Z,AUTOMERCADO,AM38,2,0.169268548022956
2015-03-11T12:03:00Z,AUTOMERCADO,AM5,2,0.153458289336413
2015-03-11T12:03:00Z,AUTOMERCADO,AM7,1,-0.645585081540048
2015-03-11T12:03:00Z,MASXMENOS,MXM15,2,-0.446143461856991
2015-03-11T12:03:00Z,MASXMENOS,MXM18,1,0.965067722834647
2015-03-11T12:03:00Z,MASXMENOS,MXM24,4,-0.312187407864258
2015-03-11T12:03:00Z,MASXMENOS,MXM36,1,-0.276072015985847
2015-03-11T12:03:00Z,MASXMENOS,MXM4,2,-0.0171175114810467
2015-03-11T12:03:00Z,MASXMENOS,MXM9,2,-0.246734076179564
2015-03-11T12:03:00Z,MEGASUPER,MEGASUPER13,3,0.13991417704771
2015-03-11T12:03:00Z,MEGASUPER,MEGASUPER19,4,-0.301382646197453
2015-03-11T12:03:00Z,MEGASUPER,MEGASUPER2,1,-0.346113773062825
2015-03-11T12:03:00Z,MEGASUPER,MEGASUPER42,3,-0.290274405541519
2015-03-11T12:03:00Z,MEGASUPER,MEGASUPER62,3,0.0185112869367003
2015-03-11T12:03:00Z,MEGASUPER,MEGASUPER64,2,-0.662295879330486
2015-03-11T12:03:00Z,PALI,PALI16,1,0.92253180872649
2015-03-11T12:03:00Z,PALI,PALI54,1,-0.525375558063388
2015-03-11T12:03:00Z,PALI,PALI6,3,0.596157560435434
2015-03-11T12:03:00Z,VINDI,VINDI11,6,0.257540088457366
2015-03-11T12:03:00Z,VINDI,VINDI17,1,-0.089158951304853
2015-03-11T12:03:00Z,VINDI,VINDI40,3,-0.303996337577701
2015-03-11T12:03:00Z,VINDI,VINDI60,2,-0.186568525619805
2015-03-11T12:03:00Z,VINDI,VINDI70,2,0.0207663583569229
2015-03-11T12:03:00Z,VINDI,VINDI8,1,-0.406590058468282
2015-03-12T01:03:00Z,AUTOMERCADO,AM1,2,-0.0327038057148457
2015-03-12T01:03:00Z,AUTOMERCADO,AM10,1,0.251723432913423
2015-03-12T01:03:00Z,AUTOMERCADO,AM14,5,-0.0169110020622611
2015-03-12T01:03:00Z,AUTOMERCADO,AM20,2,0.0376969440840185
2015-03-12T01:03:00Z,AUTOMERCADO,AM22,2,0.178915120661259
2015-03-12T01:03:00Z,AUTOMERCADO,AM23,1,-0.319741447456181
2015-03-12T01:03:00Z,AUTOMERCADO,AM3,3,-0.268990330087642
2015-03-12T01:03:00Z,AUTOMERCADO,AM30,2,-0.84446220472455
2015-03-12T01:03:00Z,AUTOMERCADO,AM38,1,-0.738006303086877
2015-03-12T01:03:00Z,AUTOMERCADO,AM5,1,0.109140701591969
2015-03-12T01:03:00Z,AUTOMERCADO,AM7,3,-0.516879296861589
2015-03-12T01:03:00Z,MASXMENOS,MXM12,3,0.368050184721748
2015-03-12T01:03:00Z,MASXMENOS,MXM15,1,-0.368241190910339
2015-03-12T01:03:00Z,MASXMENOS,MXM18,1,-0.529007700271904
2015-03-12T01:03:00Z,MASXMENOS,MXM21,1,-0.548259982839227
2015-03-12T01:03:00Z,MASXMENOS,MXM24,3,0.0988719441617529
2015-03-12T01:03:00Z,MASXMENOS,MXM36,3,0.514653510414064
2015-03-12T01:03:00Z,MASXMENOS,MXM4,1,-0.0134792914614081
2015-03-12T01:03:00Z,MASXMENOS,MXM46,3,0.206303994792203
2015-03-12T01:03:00Z,MASXMENOS,MXM9,1,0.608177642337978
2015-03-12T01:03:00Z,MEGASUPER,MEGASUPER13,5,0.192375110089779
2015-03-12T01:03:00Z,MEGASUPER,MEGASUPER19,2,-0.0887904549017549
2015-03-12T01:03:00Z,MEGASUPER,MEGASUPER2,2,-0.244064813479781
2015-03-12T01:03:00Z,MEGASUPER,MEGASUPER42,5,-0.103656575828791
2015-03-12T01:03:00Z,MEGASUPER,MEGASUPER50,1,0.556191797368228
2015-03-12T01:03:00Z,MEGASUPER,MEGASUPER62,4,-0.0316204305272549
2015-03-12T01:03:00Z,PALI,PALI16,5,-0.0359526252374053
2015-03-12T01:03:00Z,PALI,PALI32,2,0.178156856447458
2015-03-12T01:03:00Z,PALI,PALI54,2,0.315926590003073
2015-03-12T01:03:00Z,PALI,PALI6,1,-0.378343066200614
2015-03-12T01:03:00Z,VINDI,VINDI11,5,0.132860207930207
2015-03-12T01:03:00Z,VINDI,VINDI17,2,-0.774509241804481
2015-03-12T01:03:00Z,VINDI,VINDI40,4,-0.367265686625615
2015-03-12T01:03:00Z,VINDI,VINDI60,3,-0.371036516192059
2015-03-12T01:03:00Z,VINDI,VINDI70,8,0.0899878755444661
2015-03-12T01:03:00Z,VINDI,VINDI8,2,0.184985258150846
2015-03-12T02:03:00Z,AUTOMERCADO,AM1,3,0.671380121571322
2015-03-12T02:03:00Z,AUTOMERCADO,AM10,4,0.0576592921279371
2015-03-12T02:03:00Z,AUTOMERCADO,AM14,2,0.711649981793016
2015-03-12T02:03:00Z,AUTOMERCADO,AM20,4,0.0826674771960825
2015-03-12T02:03:00Z,AUTOMERCADO,AM22,3,0.520581079646945
2015-03-12T02:03:00Z,AUTOMERCADO,AM23,3,-0.360547519599398
2015-03-12T02:03:00Z,AUTOMERCADO,AM3,2,0.0655214572325349
2015-03-12T02:03:00Z,AUTOMERCADO,AM30,3,0.616225486931702
2015-03-12T02:03:00Z,AUTOMERCADO,AM5,1,-0.11770970467478
2015-03-12T02:03:00Z,AUTOMERCADO,AM7,2,0.216908342204988
2015-03-12T02:03:00Z,MASXMENOS,MXM12,2,-0.526555567979813
2015-03-12T02:03:00Z,MASXMENOS,MXM15,2,0.37320978846401
2015-03-12T02:03:00Z,MASXMENOS,MXM18,2,0.326014075428247
2015-03-12T02:03:00Z,MASXMENOS,MXM21,4,-0.451683032559231
2015-03-12T02:03:00Z,MASXMENOS,MXM24,4,0.0436127758584917
2015-03-12T02:03:00Z,MASXMENOS,MXM36,4,0.46007605548948
2015-03-12T02:03:00Z,MASXMENOS,MXM4,1,0.648775206878781
2015-03-12T02:03:00Z,MASXMENOS,MXM46,2,0.0132542387582362
2015-03-12T02:03:00Z,MASXMENOS,MXM9,4,0.0899342910852283
2015-03-12T02:03:00Z,MEGASUPER,MEGASUPER13,4,0.086669932352379
2015-03-12T02:03:00Z,MEGASUPER,MEGASUPER19,3,-0.0296519799157977
2015-03-12T02:03:00Z,MEGASUPER,MEGASUPER2,1,-0.434333731420338
2015-03-12T02:03:00Z,MEGASUPER,MEGASUPER42,9,-0.0321597865679198
2015-03-12T02:03:00Z,MEGASUPER,MEGASUPER50,2,0.117942368611693
2015-03-12T02:03:00Z,MEGASUPER,MEGASUPER62,1,-0.155905627645552
2015-03-12T02:03:00Z,MEGASUPER,MEGASUPER64,3,-0.132854602920512
2015-03-12T02:03:00Z,PALI,PALI16,4,0.424289828864858
2015-03-12T02:03:00Z,PALI,PALI32,5,0.433289707265794
2015-03-12T02:03:00Z,PALI,PALI54,2,0.504370613023639
2015-03-12T02:03:00Z,PALI,PALI6,6,-0.174966941587627
2015-03-12T02:03:00Z,PALI,PALI66,2,0.182963418774307
2015-03-12T02:03:00Z,VINDI,VINDI11,4,0.172041774261743
2015-03-12T02:03:00Z,VINDI,VINDI17,2,0.352784920018166
2015-03-12T02:03:00Z,VINDI,VINDI40,3,0.210778827468554
2015-03-12T02:03:00Z,VINDI,VINDI60,4,0.086116986349225
2015-03-12T02:03:00Z,VINDI,VINDI8,5,0.0410557052120566
2015-03-12T03:03:00Z,AUTOMERCADO,AM1,3,-0.550046828575432
2015-03-12T03:03:00Z,AUTOMERCADO,AM10,3,0.0850891663382451
2015-03-12T03:03:00Z,AUTOMERCADO,AM14,7,0.221168905762689
2015-03-12T03:03:00Z,AUTOMERCADO,AM20,2,-0.0932759190909564
2015-03-12T03:03:00Z,AUTOMERCADO,AM22,4,0.145273966249079
2015-03-12T03:03:00Z,AUTOMERCADO,AM23,2,0.148317020852119
2015-03-12T03:03:00Z,AUTOMERCADO,AM3,3,0.180689269366364
2015-03-12T03:03:00Z,AUTOMERCADO,AM30,6,0.051570708087335
2015-03-12T03:03:00Z,AUTOMERCADO,AM38,3,-0.127573259174824
2015-03-12T03:03:00Z,AUTOMERCADO,AM5,3,0.0138461372504632
2015-03-12T03:03:00Z,AUTOMERCADO,AM7,4,0.112897472921759
2015-03-12T03:03:00Z,MASXMENOS,MXM12,11,-0.137152091938664
2015-03-12T03:03:00Z,MASXMENOS,MXM15,1,0.170994846150279
2015-03-12T03:03:00Z,MASXMENOS,MXM18,4,-0.0155731737613678
2015-03-12T03:03:00Z,MASXMENOS,MXM21,5,0.0638404719531536
2015-03-12T03:03:00Z,MASXMENOS,MXM24,4,0.449216997018084
2015-03-12T03:03:00Z,MASXMENOS,MXM36,3,-0.329690178856254
2015-03-12T03:03:00Z,MASXMENOS,MXM4,2,-0.0866081928834319
2015-03-12T03:03:00Z,MASXMENOS,MXM46,1,-0.0742475036531687
2015-03-12T03:03:00Z,MASXMENOS,MXM9,3,0.641688333824277
2015-03-12T03:03:00Z,MEGASUPER,MEGASUPER13,5,0.0639298647642136
2015-03-12T03:03:00Z,MEGASUPER,MEGASUPER19,4,-0.3277364266105
2015-03-12T03:03:00Z,MEGASUPER,MEGASUPER2,6,0.138720607074598
2015-03-12T03:03:00Z,MEGASUPER,MEGASUPER42,3,0.666203830701609
2015-03-12T03:03:00Z,MEGASUPER,MEGASUPER50,4,0.42538776807487
2015-03-12T03:03:00Z,MEGASUPER,MEGASUPER62,6,0.127270795249691
2015-03-12T03:03:00Z,MEGASUPER,MEGASUPER64,3,0.0292836474254727
2015-03-12T03:03:00Z,PALI,PALI16,1,0.304535239934921
2015-03-12T03:03:00Z,PALI,PALI32,4,-0.0483183604665101
2015-03-12T03:03:00Z,PALI,PALI54,4,-0.144309896044433
2015-03-12T03:03:00Z,PALI,PALI6,2,-0.567286699544638
2015-03-12T03:03:00Z,PALI,PALI66,3,-0.0198674099519849
2015-03-12T03:03:00Z,VINDI,VINDI11,3,-0.612985459466775
2015-03-12T03:03:00Z,VINDI,VINDI17,3,-0.271805385748545
2015-03-12T03:03:00Z,VINDI,VINDI40,5,-0.0295876514166594
2015-03-12T03:03:00Z,VINDI,VINDI60,1,-0.888244996778667
2015-03-12T03:03:00Z,VINDI,VINDI70,5,0.34108180552721
2015-03-12T03:03:00Z,VINDI,VINDI8,2,-0.524834775365889
2015-03-12T04:03:00Z,AUTOMERCADO,AM1,4,-0.3750108955428
2015-03-12T04:03:00Z,AUTOMERCADO,AM10,3,0.0331177422776818
2015-03-12T04:03:00Z,AUTOMERCADO,AM14,4,0.261958649847656
2015-03-12T04:03:00Z,AUTOMERCADO,AM20,2,-0.583837748039514
2015-03-12T04:03:00Z,AUTOMERCADO,AM22,5,-0.29724837820977
2015-03-12T04:03:00Z,AUTOMERCADO,AM3,3,0.240943840704858
2015-03-12T04:03:00Z,AUTOMERCADO,AM30,2,0.487168537452817
2015-03-12T04:03:00Z,AUTOMERCADO,AM38,3,-0.348073208083709
2015-03-12T04:03:00Z,AUTOMERCADO,AM5,4,0.258055611513555
2015-03-12T04:03:00Z,AUTOMERCADO,AM7,6,0.18904428742826
2015-03-12T04:03:00Z,MASXMENOS,MXM12,1,-0.448492761701345
2015-03-12T04:03:00Z,MASXMENOS,MXM15,1,0.220713364891708
2015-03-12T04:03:00Z,MASXMENOS,MXM18,2,-0.61472311289981
2015-03-12T04:03:00Z,MASXMENOS,MXM21,2,0.276763287838548
2015-03-12T04:03:00Z,MASXMENOS,MXM24,7,-0.317219267865377
2015-03-12T04:03:00Z,MASXMENOS,MXM36,2,-0.528837604913861
2015-03-12T04:03:00Z,MASXMENOS,MXM4,2,-0.463453467469662
2015-03-12T04:03:00Z,MASXMENOS,MXM46,3,-0.0406038397923112
2015-03-12T04:03:00Z,MASXMENOS,MXM9,1,-0.2398317232728
2015-03-12T04:03:00Z,MEGASUPER,MEGASUPER13,4,0.0628975213039666
2015-03-12T04:03:00Z,MEGASUPER,MEGASUPER19,5,0.0194682626053691
2015-03-12T04:03:00Z,MEGASUPER,MEGASUPER2,4,-0.0563094818498939
2015-03-12T04:03:00Z,MEGASUPER,MEGASUPER42,1,0.768448151648045
2015-03-12T04:03:00Z,MEGASUPER,MEGASUPER50,1,-0.596437492407858
2015-03-12T04:03:00Z,MEGASUPER,MEGASUPER62,3,0.46125882336249
2015-03-12T04:03:00Z,MEGASUPER,MEGASUPER64,3,-0.210461992149552
2015-03-12T04:03:00Z,PALI,PALI16,3,0.218506917357445
2015-03-12T04:03:00Z,PALI,PALI32,2,-0.201018740888685
2015-03-12T04:03:00Z,PALI,PALI54,3,0.143375051518281
2015-03-12T04:03:00Z,PALI,PALI6,6,-0.191595664558311
2015-03-12T04:03:00Z,PALI,PALI66,4,-0.281412767013535
2015-03-12T04:03:00Z,VINDI,VINDI11,1,0.3512895219028
2015-03-12T04:03:00Z,VINDI,VINDI17,6,-0.346528762330612
2015-03-12T04:03:00Z,VINDI,VINDI40,4,-0.17706744838506
2015-03-12T04:03:00Z,VINDI,VINDI60,4,0.0074223936535418
2015-03-12T04:03:00Z,VINDI,VINDI70,4,-0.0242384201847017
2015-03-12T04:03:00Z,VINDI,VINDI8,6,-0.151119063142687
2015-03-12T05:03:00Z,AUTOMERCADO,AM1,9,-0.00960014543185631
2015-03-12T05:03:00Z,AUTOMERCADO,AM10,1,0.963897587731481
2015-03-12T05:03:00Z,AUTOMERCADO,AM14,1,-0.466396994888783
2015-03-12T05:03:00Z,AUTOMERCADO,AM20,2,-0.821004208642989
2015-03-12T05:03:00Z,AUTOMERCADO,AM22,4,-0.444196683354676
2015-03-12T05:03:00Z,AUTOMERCADO,AM23,1,-0.109935578890145
2015-03-12T05:03:00Z,AUTOMERCADO,AM3,4,0.151615543290973
2015-03-12T05:03:00Z,AUTOMERCADO,AM30,4,0.442105719819665
2015-03-12T05:03:00Z,AUTOMERCADO,AM38,2,0.120209991000593
2015-03-12T05:03:00Z,AUTOMERCADO,AM5,1,-0.624091819860041
2015-03-12T05:03:00Z,AUTOMERCADO,AM7,1,-0.988000540062785
2015-03-12T05:03:00Z,MASXMENOS,MXM12,3,0.318244948362311
2015-03-12T05:03:00Z,MASXMENOS,MXM15,5,-0.518652208708227
2015-03-12T05:03:00Z,MASXMENOS,MXM21,3,0.118080665978293
2015-03-12T05:03:00Z,MASXMENOS,MXM36,4,0.0313991149887443
2015-03-12T05:03:00Z,MASXMENOS,MXM4,5,-0.0575876962393522
2015-03-12T05:03:00Z,MASXMENOS,MXM46,5,0.155856033600867
2015-03-12T05:03:00Z,MEGASUPER,MEGASUPER13,3,0.0134625723585486
2015-03-12T05:03:00Z,MEGASUPER,MEGASUPER2,1,0.0649941293522716
2015-03-12T05:03:00Z,MEGASUPER,MEGASUPER42,4,0.0145064138341695
2015-03-12T05:03:00Z,MEGASUPER,MEGASUPER50,1,0.406419415026903
2015-03-12T05:03:00Z,MEGASUPER,MEGASUPER62,1,-0.113309638574719
2015-03-12T05:03:00Z,MEGASUPER,MEGASUPER64,3,0.122293838610252
2015-03-12T05:03:00Z,PALI,PALI16,2,0.209415623452514
2015-03-12T05:03:00Z,PALI,PALI32,2,-0.161510090343654
2015-03-12T05:03:00Z,PALI,PALI54,3,0.306614309238891
2015-03-12T05:03:00Z,PALI,PALI6,3,0.151445458332698
2015-03-12T05:03:00Z,PALI,PALI66,3,-0.778926622743408
2015-03-12T05:03:00Z,VINDI,VINDI11,5,-0.374228317663074
2015-03-12T05:03:00Z,VINDI,VINDI17,2,0.0946438773535192
2015-03-12T05:03:00Z,VINDI,VINDI40,1,-0.442134594544768
2015-03-12T05:03:00Z,VINDI,VINDI60,2,-0.885708041489124
2015-03-12T05:03:00Z,VINDI,VINDI70,2,0.755664671305567
2015-03-12T05:03:00Z,VINDI,VINDI8,4,0.0657426381949335
2015-03-12T06:03:00Z,AUTOMERCADO,AM1,2,-0.452612936496735
2015-03-12T06:03:00Z,AUTOMERCADO,AM10,1,0.789304620586336
2015-03-12T06:03:00Z,AUTOMERCADO,AM20,1,0.20611975248903
2015-03-12T06:03:00Z,AUTOMERCADO,AM23,1,-0.118659475818276
2015-03-12T06:03:00Z,AUTOMERCADO,AM3,1,-0.303797410801053
2015-03-12T06:03:00Z,AUTOMERCADO,AM30,3,-0.56169785403957
2015-03-12T06:03:00Z,AUTOMERCADO,AM38,4,-0.0387585693970323
2015-03-12T06:03:00Z,MASXMENOS,MXM12,1,-0.748210257850587
2015-03-12T06:03:00Z,MASXMENOS,MXM15,1,0.771842338144779
2015-03-12T06:03:00Z,MASXMENOS,MXM36,1,0.631644360721111
2015-03-12T06:03:00Z,MASXMENOS,MXM4,1,0.12293378636241
2015-03-12T06:03:00Z,MASXMENOS,MXM9,2,0.247242126613855
2015-03-12T06:03:00Z,MEGASUPER,MEGASUPER2,1,0.766593206673861
2015-03-12T06:03:00Z,MEGASUPER,MEGASUPER42,1,-0.671215231530368
2015-03-12T06:03:00Z,MEGASUPER,MEGASUPER50,2,-0.0576370772905648
2015-03-12T06:03:00Z,MEGASUPER,MEGASUPER62,1,0.825407031923532
2015-03-12T06:03:00Z,PALI,PALI16,1,-0.650020635686815
2015-03-12T06:03:00Z,PALI,PALI32,2,-0.0894888280890882
2015-03-12T06:03:00Z,PALI,PALI54,2,0.0327334790490568
2015-03-12T06:03:00Z,PALI,PALI6,1,-0.859251482412219
2015-03-12T06:03:00Z,PALI,PALI66,2,0.371095411945134
2015-03-12T06:03:00Z,VINDI,VINDI8,1,0.728050843812525
2015-03-12T07:03:00Z,AUTOMERCADO,AM1,3,-0.734743314795196
2015-03-12T07:03:00Z,AUTOMERCADO,AM10,3,0.320145836099982
2015-03-12T07:03:00Z,AUTOMERCADO,AM14,3,-0.125421798167129
2015-03-12T07:03:00Z,AUTOMERCADO,AM20,1,-0.290820153430104
2015-03-12T07:03:00Z,AUTOMERCADO,AM22,3,-0.743829514210423
2015-03-12T07:03:00Z,AUTOMERCADO,AM23,12,0.0758140115067363
2015-03-12T07:03:00Z,AUTOMERCADO,AM3,2,0.189783949404955
2015-03-12T07:03:00Z,AUTOMERCADO,AM30,7,0.495025325300438
2015-03-12T07:03:00Z,AUTOMERCADO,AM38,4,0.0459397707600147
